monday,07:30,"{'Talaso': (1, 393), 'Gimnasio': (0, 236)}"
monday,08:00,"{'Talaso': (1, 393), 'Gimnasio': (62, 236)}"
monday,08:30,"{'Talaso': (2, 393), 'Gimnasio': (63, 236)}"
monday,09:00,"{'Talaso': (3, 393), 'Gimnasio': (52, 236)}"
monday,09:30,"{'Talaso': (48, 393), 'Gimnasio': (78, 236)}"
monday,10:00,"{'Talaso': (88, 393), 'Gimnasio': (81, 236)}"
monday,10:30,"{'Talaso': (115, 393), 'Gimnasio': (73, 236)}"
monday,11:00,"{'Talaso': (141, 393), 'Gimnasio': (69, 236)}"
monday,11:30,"{'Talaso': (151, 393), 'Gimnasio': (71, 236)}"
monday,12:00,"{'Talaso': (145, 393), 'Gimnasio': (85, 236)}"
monday,12:30,"{'Talaso': (124, 393), 'Gimnasio': (98, 236)}"
monday,13:00,"{'Talaso': (122, 393), 'Gimnasio': (116, 236)}"
monday,13:30,"{'Talaso': (101, 393), 'Gimnasio': (104, 236)}"
monday,14:00,"{'Talaso': (76, 393), 'Gimnasio': (70, 236)}"
monday,14:30,"{'Talaso': (48, 393), 'Gimnasio': (61, 236)}"
monday,15:00,"{'Talaso': (39, 393), 'Gimnasio': (78, 236)}"
monday,15:30,"{'Talaso': (38, 393), 'Gimnasio': (86, 236)}"
monday,16:00,"{'Talaso': (56, 393), 'Gimnasio': (95, 236)}"
monday,16:30,"{'Talaso': (78, 393), 'Gimnasio': (121, 236)}"
monday,17:00,"{'Talaso': (105, 393), 'Gimnasio': (147, 236)}"
monday,17:30,"{'Talaso': (114, 393), 'Gimnasio': (168, 236)}"
monday,18:00,"{'Talaso': (143, 393), 'Gimnasio': (159, 236)}"
monday,18:30,"{'Talaso': (162, 393), 'Gimnasio': (190, 236)}"
monday,19:00,"{'Talaso': (186, 393), 'Gimnasio': (197, 236)}"
monday,19:30,"{'Talaso': (205, 393), 'Gimnasio': (201, 236)}"
monday,20:00,"{'Talaso': (224, 393), 'Gimnasio': (215, 236)}"
monday,20:30,"{'Talaso': (189, 393), 'Gimnasio': (193, 236)}"
monday,21:00,"{'Talaso': (139, 393), 'Gimnasio': (178, 236)}"
